danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song,date,this_week,last_week,peak_position,weeks_on_chart
0.658,0.706,11,-9.076,1,0.0354,0.686,2.18e-06,0.166,0.965,141.194,audio_features,2ZCkqAo0tzzCVOth7ityh5,spotify:track:2ZCkqAo0tzzCVOth7ityh5,https://api.spotify.com/v1/tracks/2ZCkqAo0tzzCVOth7ityh5,https://api.spotify.com/v1/audio-analysis/2ZCkqAo0tzzCVOth7ityh5,136427,4,The Everly Brothers,Bird Dog,1958-08-11,34,92.0,34,2
0.609,0.794,3,-4.739,1,0.0389,0.734,6.18e-05,0.0479,0.968,136.036,audio_features,3nUrhP3KuK4R1qdxRk2Kgo,spotify:track:3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/tracks/3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/audio-analysis/3nUrhP3KuK4R1qdxRk2Kgo,133747,4,Connie Francis,Stupid Cupid,1958-08-04,72,,72,1
0.609,0.794,3,-4.739,1,0.0389,0.734,6.18e-05,0.0479,0.968,136.036,audio_features,3nUrhP3KuK4R1qdxRk2Kgo,spotify:track:3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/tracks/3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/audio-analysis/3nUrhP3KuK4R1qdxRk2Kgo,133747,4,Connie Francis,Stupid Cupid,1958-08-11,35,72.0,35,2
0.729,0.486,4,-10.84,1,0.0299,0.794,0.0,0.192,0.978,100.161,audio_features,0lgckCZ94ZjtCBpjfRL5Su,spotify:track:0lgckCZ94ZjtCBpjfRL5Su,https://api.spotify.com/v1/tracks/0lgckCZ94ZjtCBpjfRL5Su,https://api.spotify.com/v1/audio-analysis/0lgckCZ94ZjtCBpjfRL5Su,113240,4,Don Gibson,Blue Blue Day,1958-08-04,32,,32,1
0.729,0.486,4,-10.84,1,0.0299,0.794,0.0,0.192,0.978,100.161,audio_features,0lgckCZ94ZjtCBpjfRL5Su,spotify:track:0lgckCZ94ZjtCBpjfRL5Su,https://api.spotify.com/v1/tracks/0lgckCZ94ZjtCBpjfRL5Su,https://api.spotify.com/v1/audio-analysis/0lgckCZ94ZjtCBpjfRL5Su,113240,4,Don Gibson,Blue Blue Day,1958-08-11,36,32.0,32,2
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Angel Baby,1958-08-04,30,,30,1
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-08-04,68,,68,1
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-08-11,37,68.0,37,2
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Angel Baby,1958-08-11,39,30.0,30,2
0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4,Big Bopper,Chantilly Lace,1958-08-04,31,,31,1
0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4,Big Bopper,Chantilly Lace,1958-08-11,38,31.0,31,2
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Angel Baby,1958-08-04,30,,30,1
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-08-04,68,,68,1
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Volare (Nel Blu Dipinto Di Blu),1958-08-11,37,68.0,37,2
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,audio_features,5OkKOkdVTKFrYi6GWXkMzR,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/tracks/5OkKOkdVTKFrYi6GWXkMzR,https://api.spotify.com/v1/audio-analysis/5OkKOkdVTKFrYi6GWXkMzR,181627,4,Dean Martin,Angel Baby,1958-08-11,39,30.0,30,2
0.721,0.686,0,-10.313,1,0.0905,0.425,0.0,0.0485,0.962,110.75,audio_features,6dp3vxQ5UVsxD6N1mbPxjg,spotify:track:6dp3vxQ5UVsxD6N1mbPxjg,https://api.spotify.com/v1/tracks/6dp3vxQ5UVsxD6N1mbPxjg,https://api.spotify.com/v1/audio-analysis/6dp3vxQ5UVsxD6N1mbPxjg,125520,4,Buddy Holly,Early In The Morning,1958-08-04,41,,41,1
0.721,0.686,0,-10.313,1,0.0905,0.425,0.0,0.0485,0.962,110.75,audio_features,6dp3vxQ5UVsxD6N1mbPxjg,spotify:track:6dp3vxQ5UVsxD6N1mbPxjg,https://api.spotify.com/v1/tracks/6dp3vxQ5UVsxD6N1mbPxjg,https://api.spotify.com/v1/audio-analysis/6dp3vxQ5UVsxD6N1mbPxjg,125520,4,Buddy Holly,Early In The Morning,1958-08-11,40,41.0,40,2
0.7,0.472,10,-10.355,0,0.0324,0.833,0.0,0.0961,0.377,76.419,audio_features,4zvBvLWb6sZ3YwfiTHdLod,spotify:track:4zvBvLWb6sZ3YwfiTHdLod,https://api.spotify.com/v1/tracks/4zvBvLWb6sZ3YwfiTHdLod,https://api.spotify.com/v1/audio-analysis/4zvBvLWb6sZ3YwfiTHdLod,157867,4,Jimmie Rodgers,Secretly,1958-08-04,28,,28,1
0.7,0.472,10,-10.355,0,0.0324,0.833,0.0,0.0961,0.377,76.419,audio_features,4zvBvLWb6sZ3YwfiTHdLod,spotify:track:4zvBvLWb6sZ3YwfiTHdLod,https://api.spotify.com/v1/tracks/4zvBvLWb6sZ3YwfiTHdLod,https://api.spotify.com/v1/audio-analysis/4zvBvLWb6sZ3YwfiTHdLod,157867,4,Jimmie Rodgers,Secretly,1958-08-11,41,28.0,28,2
0.69,0.493,9,-8.285,1,0.0286,0.894,6.58e-06,0.246,0.666,121.454,audio_features,1xjCGpAJVRAECqs5Pt6Gw1,spotify:track:1xjCGpAJVRAECqs5Pt6Gw1,https://api.spotify.com/v1/tracks/1xjCGpAJVRAECqs5Pt6Gw1,https://api.spotify.com/v1/audio-analysis/1xjCGpAJVRAECqs5Pt6Gw1,154680,4,Robin Luke,Susie Darlin',1958-08-11,42,,42,1
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,All I Have To Do Is Dream,1958-08-04,49,,49,1
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,Devoted To You,1958-08-11,43,,43,1
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4,The Everly Brothers,All I Have To Do Is Dream,1958-08-11,91,49.0,49,2
0.427,0.617,2,-13.57,1,0.0475,0.217,0.0,0.151,0.926,165.836,audio_features,7h7U3OYppI7HpgFqCc2VZ3,spotify:track:7h7U3OYppI7HpgFqCc2VZ3,https://api.spotify.com/v1/tracks/7h7U3OYppI7HpgFqCc2VZ3,https://api.spotify.com/v1/audio-analysis/7h7U3OYppI7HpgFqCc2VZ3,149200,4,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-08-04,78,,78,1
0.427,0.617,2,-13.57,1,0.0475,0.217,0.0,0.151,0.926,165.836,audio_features,7h7U3OYppI7HpgFqCc2VZ3,spotify:track:7h7U3OYppI7HpgFqCc2VZ3,https://api.spotify.com/v1/tracks/7h7U3OYppI7HpgFqCc2VZ3,https://api.spotify.com/v1/audio-analysis/7h7U3OYppI7HpgFqCc2VZ3,149200,4,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,1958-08-11,44,78.0,44,2
0.518,0.368,0,-13.846,1,0.0283,0.696,0.00194,0.156,0.732,98.239,audio_features,2UBGlXKG9XHgaHoGzNmhWf,spotify:track:2UBGlXKG9XHgaHoGzNmhWf,https://api.spotify.com/v1/tracks/2UBGlXKG9XHgaHoGzNmhWf,https://api.spotify.com/v1/audio-analysis/2UBGlXKG9XHgaHoGzNmhWf,129846,4,Jim Reeves,Blue Boy,1958-08-04,89,,89,1
0.518,0.368,0,-13.846,1,0.0283,0.696,0.00194,0.156,0.732,98.239,audio_features,2UBGlXKG9XHgaHoGzNmhWf,spotify:track:2UBGlXKG9XHgaHoGzNmhWf,https://api.spotify.com/v1/tracks/2UBGlXKG9XHgaHoGzNmhWf,https://api.spotify.com/v1/audio-analysis/2UBGlXKG9XHgaHoGzNmhWf,129846,4,Jim Reeves,Blue Boy,1958-08-11,45,89.0,45,2
0.548,0.256,3,-14.527,1,0.0374,0.823,1.4e-05,0.101,0.548,100.805,audio_features,76AbCflWiJBgByIqFl396O,spotify:track:76AbCflWiJBgByIqFl396O,https://api.spotify.com/v1/tracks/76AbCflWiJBgByIqFl396O,https://api.spotify.com/v1/audio-analysis/76AbCflWiJBgByIqFl396O,168827,4,Nat King Cole,Come Closer To Me (Acercate Mas),1958-08-04,53,,53,1
0.548,0.256,3,-14.527,1,0.0374,0.823,1.4e-05,0.101,0.548,100.805,audio_features,76AbCflWiJBgByIqFl396O,spotify:track:76AbCflWiJBgByIqFl396O,https://api.spotify.com/v1/tracks/76AbCflWiJBgByIqFl396O,https://api.spotify.com/v1/audio-analysis/76AbCflWiJBgByIqFl396O,168827,4,Nat King Cole,Come Closer To Me (Acercate Mas),1958-08-11,46,53.0,46,2
0.643,0.617,9,-5.006,1,0.0801,0.823,0.0,0.33,0.881,157.748,audio_features,0WkZQPNC0c7yrsMX1arVAd,spotify:track:0WkZQPNC0c7yrsMX1arVAd,https://api.spotify.com/v1/tracks/0WkZQPNC0c7yrsMX1arVAd,https://api.spotify.com/v1/audio-analysis/0WkZQPNC0c7yrsMX1arVAd,137960,4,Sheb Wooley,The Purple People Eater,1958-08-04,24,,24,1
0.643,0.617,9,-5.006,1,0.0801,0.823,0.0,0.33,0.881,157.748,audio_features,0WkZQPNC0c7yrsMX1arVAd,spotify:track:0WkZQPNC0c7yrsMX1arVAd,https://api.spotify.com/v1/tracks/0WkZQPNC0c7yrsMX1arVAd,https://api.spotify.com/v1/audio-analysis/0WkZQPNC0c7yrsMX1arVAd,137960,4,Sheb Wooley,The Purple People Eater,1958-08-11,47,24.0,24,2
0.518,0.224,8,-12.424,0,0.0312,0.938,0.0,0.107,0.378,105.951,audio_features,4Zo5NpdBvFHcIDhs0NzUA5,spotify:track:4Zo5NpdBvFHcIDhs0NzUA5,https://api.spotify.com/v1/tracks/4Zo5NpdBvFHcIDhs0NzUA5,https://api.spotify.com/v1/audio-analysis/4Zo5NpdBvFHcIDhs0NzUA5,147931,3,The Slades,You Cheated,1958-08-04,42,,42,1
0.518,0.224,8,-12.424,0,0.0312,0.938,0.0,0.107,0.378,105.951,audio_features,4Zo5NpdBvFHcIDhs0NzUA5,spotify:track:4Zo5NpdBvFHcIDhs0NzUA5,https://api.spotify.com/v1/tracks/4Zo5NpdBvFHcIDhs0NzUA5,https://api.spotify.com/v1/audio-analysis/4Zo5NpdBvFHcIDhs0NzUA5,147931,3,The Slades,You Cheated,1958-08-11,48,42.0,42,2
0.412,0.645,6,-5.935,1,0.0347,0.0517,0.0,0.108,0.213,173.207,audio_features,14y2v3YBpaAxsDpNqXAiVm,spotify:track:14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/tracks/14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/audio-analysis/14y2v3YBpaAxsDpNqXAiVm,201671,3,Clyde McPhatter,Come What May,1958-08-04,43,,43,1
0.412,0.645,6,-5.935,1,0.0347,0.0517,0.0,0.108,0.213,173.207,audio_features,14y2v3YBpaAxsDpNqXAiVm,spotify:track:14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/tracks/14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/audio-analysis/14y2v3YBpaAxsDpNqXAiVm,201671,3,Clyde McPhatter,Come What May,1958-08-11,49,43.0,43,2
0.597,0.551,2,-9.955,1,0.105,0.666,0.0191,0.0559,0.943,74.534,audio_features,5E9jgmxFfwICoIfvVRYM6i,spotify:track:5E9jgmxFfwICoIfvVRYM6i,https://api.spotify.com/v1/tracks/5E9jgmxFfwICoIfvVRYM6i,https://api.spotify.com/v1/audio-analysis/5E9jgmxFfwICoIfvVRYM6i,152333,4,Bobby Hendricks,Itchy Twitchy Feeling,1958-08-04,61,,61,1
0.597,0.551,2,-9.955,1,0.105,0.666,0.0191,0.0559,0.943,74.534,audio_features,5E9jgmxFfwICoIfvVRYM6i,spotify:track:5E9jgmxFfwICoIfvVRYM6i,https://api.spotify.com/v1/tracks/5E9jgmxFfwICoIfvVRYM6i,https://api.spotify.com/v1/audio-analysis/5E9jgmxFfwICoIfvVRYM6i,152333,4,Bobby Hendricks,Itchy Twitchy Feeling,1958-08-11,50,61.0,50,2
0.586,0.545,7,-9.712,1,0.0293,0.313,0.0,0.137,0.904,106.343,audio_features,1sgU6LtIDuTT2bxqdmSbh4,spotify:track:1sgU6LtIDuTT2bxqdmSbh4,https://api.spotify.com/v1/tracks/1sgU6LtIDuTT2bxqdmSbh4,https://api.spotify.com/v1/audio-analysis/1sgU6LtIDuTT2bxqdmSbh4,117400,4,Faron Young,Alone With You,1958-08-11,51,,51,1
0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4,Eddie Cochran,Summertime Blues,1958-08-04,84,,84,1
0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4,Eddie Cochran,Summertime Blues,1958-08-11,52,84.0,52,2
0.638,0.55,0,-13.077,1,0.115,0.697,0.0,0.0938,0.559,80.233,audio_features,3ixHQiAUk6F6ZU1tipromq,spotify:track:3ixHQiAUk6F6ZU1tipromq,https://api.spotify.com/v1/tracks/3ixHQiAUk6F6ZU1tipromq,https://api.spotify.com/v1/audio-analysis/3ixHQiAUk6F6ZU1tipromq,143320,4,Bobby Day,Over And Over,1958-08-04,60,,60,1
0.638,0.55,0,-13.077,1,0.115,0.697,0.0,0.0938,0.559,80.233,audio_features,3ixHQiAUk6F6ZU1tipromq,spotify:track:3ixHQiAUk6F6ZU1tipromq,https://api.spotify.com/v1/tracks/3ixHQiAUk6F6ZU1tipromq,https://api.spotify.com/v1/audio-analysis/3ixHQiAUk6F6ZU1tipromq,143320,4,Bobby Day,Over And Over,1958-08-11,53,60.0,53,2
0.691,0.726,5,-7.353,1,0.0543,0.138,0.0,0.11,0.868,98.418,audio_features,6g4vHtdGqD5eEgpf7nKISk,spotify:track:6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/tracks/6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/audio-analysis/6g4vHtdGqD5eEgpf7nKISk,177360,4,Elvis Presley With The Jordanaires,Don't Ask Me Why,1958-08-04,34,,34,1
0.691,0.726,5,-7.353,1,0.0543,0.138,0.0,0.11,0.868,98.418,audio_features,6g4vHtdGqD5eEgpf7nKISk,spotify:track:6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/tracks/6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/audio-analysis/6g4vHtdGqD5eEgpf7nKISk,177360,4,Elvis Presley With The Jordanaires,Don't Ask Me Why,1958-08-11,54,34.0,34,2
0.595,0.79,7,-10.604,1,0.117,0.677,0.00535,0.103,0.914,149.457,audio_features,2vUIsEYJV4lgN4MNDW58by,spotify:track:2vUIsEYJV4lgN4MNDW58by,https://api.spotify.com/v1/tracks/2vUIsEYJV4lgN4MNDW58by,https://api.spotify.com/v1/audio-analysis/2vUIsEYJV4lgN4MNDW58by,136720,4,Tony And Joe,The Freeze,1958-08-04,33,,33,1
0.595,0.79,7,-10.604,1,0.117,0.677,0.00535,0.103,0.914,149.457,audio_features,2vUIsEYJV4lgN4MNDW58by,spotify:track:2vUIsEYJV4lgN4MNDW58by,https://api.spotify.com/v1/tracks/2vUIsEYJV4lgN4MNDW58by,https://api.spotify.com/v1/audio-analysis/2vUIsEYJV4lgN4MNDW58by,136720,4,Tony And Joe,The Freeze,1958-08-11,55,33.0,33,2
0.85,0.556,9,-8.143,1,0.0927,0.106,0.0,0.144,0.883,114.987,audio_features,55p8TQ1ggGYOO1gLQrC52D,spotify:track:55p8TQ1ggGYOO1gLQrC52D,https://api.spotify.com/v1/tracks/55p8TQ1ggGYOO1gLQrC52D,https://api.spotify.com/v1/audio-analysis/55p8TQ1ggGYOO1gLQrC52D,184440,4,Jack Scott,Leroy,1958-08-04,56,,56,1
0.85,0.556,9,-8.143,1,0.0927,0.106,0.0,0.144,0.883,114.987,audio_features,55p8TQ1ggGYOO1gLQrC52D,spotify:track:55p8TQ1ggGYOO1gLQrC52D,https://api.spotify.com/v1/tracks/55p8TQ1ggGYOO1gLQrC52D,https://api.spotify.com/v1/audio-analysis/55p8TQ1ggGYOO1gLQrC52D,184440,4,Jack Scott,Leroy,1958-08-11,56,56.0,56,2
0.618,0.42,7,-10.608,1,0.0681,0.786,0.0,0.0674,0.902,135.958,audio_features,1QWM1gkORQIcdhzbnCXsfe,spotify:track:1QWM1gkORQIcdhzbnCXsfe,https://api.spotify.com/v1/tracks/1QWM1gkORQIcdhzbnCXsfe,https://api.spotify.com/v1/audio-analysis/1QWM1gkORQIcdhzbnCXsfe,116147,4,Pat Boone,That's How Much I Love You,1958-08-04,39,,39,1
0.618,0.42,7,-10.608,1,0.0681,0.786,0.0,0.0674,0.902,135.958,audio_features,1QWM1gkORQIcdhzbnCXsfe,spotify:track:1QWM1gkORQIcdhzbnCXsfe,https://api.spotify.com/v1/tracks/1QWM1gkORQIcdhzbnCXsfe,https://api.spotify.com/v1/audio-analysis/1QWM1gkORQIcdhzbnCXsfe,116147,4,Pat Boone,That's How Much I Love You,1958-08-11,57,39.0,39,2
0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,spotify:track:65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4,The Drifters,Drip Drop,1958-08-11,58,,58,1
0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,spotify:track:65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4,The Drifters,Moonlight Bay,1958-08-11,86,,86,1
0.573,0.733,3,-4.8,1,0.0279,0.141,0.0,0.208,0.555,124.031,audio_features,74G0T9Zo5TAJQabpW4gIs3,spotify:track:74G0T9Zo5TAJQabpW4gIs3,https://api.spotify.com/v1/tracks/74G0T9Zo5TAJQabpW4gIs3,https://api.spotify.com/v1/audio-analysis/74G0T9Zo5TAJQabpW4gIs3,231762,4,Gerry Granahan,"No Chemise, Please",1958-08-04,36,,36,1
0.573,0.733,3,-4.8,1,0.0279,0.141,0.0,0.208,0.555,124.031,audio_features,74G0T9Zo5TAJQabpW4gIs3,spotify:track:74G0T9Zo5TAJQabpW4gIs3,https://api.spotify.com/v1/tracks/74G0T9Zo5TAJQabpW4gIs3,https://api.spotify.com/v1/audio-analysis/74G0T9Zo5TAJQabpW4gIs3,231762,4,Gerry Granahan,"No Chemise, Please",1958-08-11,59,36.0,36,2
0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,audio_features,7vAw4LLIms6X8ZHcbtoazz,spotify:track:7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/tracks/7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/audio-analysis/7vAw4LLIms6X8ZHcbtoazz,141387,4,Dion & The Belmonts,I Wonder Why,1958-08-04,47,,47,1
0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,audio_features,7vAw4LLIms6X8ZHcbtoazz,spotify:track:7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/tracks/7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/audio-analysis/7vAw4LLIms6X8ZHcbtoazz,141387,4,Dion & The Belmonts,I Wonder Why,1958-08-11,60,47.0,47,2
0.588,0.561,11,-10.438,1,0.0406,0.56,0.0,0.276,0.943,128.6,audio_features,7jVBSPLSbL1jKVBDMXlRCx,spotify:track:7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/tracks/7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/audio-analysis/7jVBSPLSbL1jKVBDMXlRCx,127187,4,Sam Cooke,Win Your Love For Me,1958-08-04,74,,74,1
0.588,0.561,11,-10.438,1,0.0406,0.56,0.0,0.276,0.943,128.6,audio_features,7jVBSPLSbL1jKVBDMXlRCx,spotify:track:7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/tracks/7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/audio-analysis/7jVBSPLSbL1jKVBDMXlRCx,127187,4,Sam Cooke,Win Your Love For Me,1958-08-11,61,74.0,61,2
0.629,0.838,7,-5.326,1,0.0315,0.206,0.0153,0.143,0.962,120.579,audio_features,6zH4F42t7jlPsRGcxGbK9a,spotify:track:6zH4F42t7jlPsRGcxGbK9a,https://api.spotify.com/v1/tracks/6zH4F42t7jlPsRGcxGbK9a,https://api.spotify.com/v1/audio-analysis/6zH4F42t7jlPsRGcxGbK9a,140822,3,Bobby Hamilton,Crazy Eyes For You,1958-08-04,40,,40,1
0.629,0.838,7,-5.326,1,0.0315,0.206,0.0153,0.143,0.962,120.579,audio_features,6zH4F42t7jlPsRGcxGbK9a,spotify:track:6zH4F42t7jlPsRGcxGbK9a,https://api.spotify.com/v1/tracks/6zH4F42t7jlPsRGcxGbK9a,https://api.spotify.com/v1/audio-analysis/6zH4F42t7jlPsRGcxGbK9a,140822,3,Bobby Hamilton,Crazy Eyes For You,1958-08-11,62,40.0,40,2
0.267,0.205,2,-13.75,1,0.0348,0.966,0.00203,0.113,0.178,88.584,audio_features,6YAgmqaeo8Fm3pne8OJEBo,spotify:track:6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/tracks/6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/audio-analysis/6YAgmqaeo8Fm3pne8OJEBo,144800,4,Dean Martin,Return To Me,1958-08-04,48,,48,1
0.267,0.205,2,-13.75,1,0.0348,0.966,0.00203,0.113,0.178,88.584,audio_features,6YAgmqaeo8Fm3pne8OJEBo,spotify:track:6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/tracks/6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/audio-analysis/6YAgmqaeo8Fm3pne8OJEBo,144800,4,Dean Martin,Return To Me,1958-08-11,63,48.0,48,2
0.429,0.446,2,-13.246,1,0.0644,0.182,5.06e-06,0.385,0.686,125.514,audio_features,4f6Ijj1nFBWgnTdeiZYRK2,spotify:track:4f6Ijj1nFBWgnTdeiZYRK2,https://api.spotify.com/v1/tracks/4f6Ijj1nFBWgnTdeiZYRK2,https://api.spotify.com/v1/audio-analysis/4f6Ijj1nFBWgnTdeiZYRK2,149092,4,Eydie Gorme,You Need Hands,1958-08-04,57,,57,1
